review_text,date,category,rating,helpful_votes
Not worth the money. Very disappointed.,2024-07-14,Electronics,4,19
I am very happy with this purchase.,2023-12-29,Home & Garden,3,19
I am very happy with this purchase.,2024-03-02,Automotive,4,15
Excellent value for money.,2024-05-19,Books,5,4
"Great quality, will buy again.",2024-01-17,Books,2,8
Not worth the money. Very disappointed.,2023-10-31,Automotive,4,11
The item arrived late and was damaged.,2024-08-03,Books,1,11
Terrible customer service.,2023-12-16,Books,4,9
Excellent value for money.,2023-09-28,Office Supplies,2,0
Terrible customer service.,2024-05-08,Home & Garden,1,12
I am very happy with this purchase.,2023-09-09,Office Supplies,4,3
The item arrived late and was damaged.,2024-03-30,Home & Garden,2,8
This product exceeded my expectations!,2024-03-25,Automotive,4,12
Not worth the money. Very disappointed.,2023-12-24,Clothing,5,5
"Great quality, will buy again.",2024-06-08,Toys,3,6
Terrible customer service.,2024-04-12,Office Supplies,5,18
Fantastic! Highly recommend.,2024-06-25,Books,3,6
Terrible customer service.,2023-11-15,Clothing,3,14
Terrible customer service.,2023-12-14,Electronics,2,2
The worst product I have ever bought.,2024-04-22,Sports,2,16
The item arrived late and was damaged.,2023-11-09,Toys,2,2
The worst product I have ever bought.,2024-01-04,Office Supplies,1,0
Terrible customer service.,2023-09-04,Office Supplies,1,15
This product exceeded my expectations!,2023-10-11,Clothing,2,1
This product exceeded my expectations!,2023-10-23,Electronics,2,11
"Great quality, will buy again.",2023-11-02,Toys,1,13
Will definitely buy from this seller again.,2023-10-03,Books,5,2
Fantastic! Highly recommend.,2024-07-22,Health & Beauty,4,0
"Great quality, will buy again.",2024-06-30,Automotive,1,0
Terrible customer service.,2023-10-08,Home & Garden,5,17
Fantastic! Highly recommend.,2023-09-02,Clothing,4,20
The item arrived late and was damaged.,2023-12-02,Toys,4,12
I am very happy with this purchase.,2024-07-08,Health & Beauty,3,7
Excellent value for money.,2023-12-23,Office Supplies,3,10
Will definitely buy from this seller again.,2023-10-08,Automotive,1,6
